Date,Receipt number,Receipt type,Gross sales,Discounts,Net sales,Taxes,Total collected,Cost of goods,Gross profit,Payment type,Description,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Status
9/2/20 4:13 PM,5-3774,Sale,42.00,0.00,42.00,0.00,42.00,0.00,42.00,Card,"1 x Butter Chicken, 1 x Thai Basil Chicken, 1 x A&W Root Beer, 1 x Latte (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 4:09 PM,5-3773,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Chocolate (Iced),Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 4:07 PM,5-3772,Sale,2.00,0.00,2.00,0.00,2.00,0.00,2.00,Cash,1 x Extra Charge Kitchen,Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:56 PM,5-3771,Sale,52.00,0.00,52.00,0.00,52.00,0.00,52.00,Card,"1 x Butter Chicken, 1 x Crusted Chicken Chop Chop (Fries), 2 x Lemon Tea (Iced), 1 x Chocolate Nutella",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:50 PM,5-3770,Sale,32.50,0.00,32.50,0.00,32.50,0.00,32.50,Cash,"1 x Salted Egg Chicken, 1 x Cheese Kaya Toast, 1 x Mineral Water (Iced), 1 x Mocha (Hot)",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:43 PM,5-3769,Sale,41.00,0.00,41.00,0.00,41.00,0.00,41.00,Cash,"1 x Carbonara (Beef), 1 x Crusted Chicken Chop Chop (Fries), 2 x Lemon Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:38 PM,5-3768,Sale,41.50,0.00,41.50,0.00,41.50,0.00,41.50,Card,"1 x Salted Egg Chicken, 1 x Big Breakfast (Scrambled), 1 x Coca-Cola, 1 x Mineral Water (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:36 PM,5-3767,Sale,48.00,0.00,48.00,0.00,48.00,0.00,48.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fried Rice Upgrade), 1 x Salted Egg Chicken, 1 x Cookies & Cream Frappe, 1 x Mineral Water (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:26 PM,5-3766,Sale,18.00,0.00,18.00,0.00,18.00,0.00,18.00,Card,"1 x Creamy Curry (Beef), 1 x Coca-Cola",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:16 PM,5-3765,Sale,49.00,0.00,49.00,0.00,49.00,0.00,49.00,Card,"2 x Tom Yam Fried Rice (Seafood), 1 x Salted Egg Chicken, 1 x Teh Tarik (Iced), 1 x Tea (Iced), 1 x A&W Root Beer",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:12 PM,5-3764,Sale,77.50,0.00,77.50,0.00,77.50,0.00,77.50,Cash,"1 x Fried Kuay Teow (Chicken), 1 x Mee Goreng (Beef), 1 x Mee Goreng (Seafood), 1 x Thai Basil Chicken, 1 x Carbonara (Beef), 1 x Chocolate Fudgy Brownies",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:09 PM,5-3763,Sale,46.00,0.00,46.00,0.00,46.00,0.00,46.00,TnGo e-Wallet,"1 x Salted Egg Chicken, 1 x Mac & Cheese (Chicken), 1 x Fries, 1 x Peach Tea (Iced), 1 x A&W Root Beer",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:08 PM,5-3762,Sale,16.00,0.00,16.00,0.00,16.00,0.00,16.00,TnGo e-Wallet,"1 x Butter Chicken, 1 x Mineral Water (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:05 PM,5-3761,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Card,1 x Solo Salted Caramel,Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 3:04 PM,5-3760,Sale,38.00,0.00,38.00,0.00,38.00,0.00,38.00,Card,"1 x Salted Egg Chicken, 1 x Masak Lemak Cili Api (Beef), 1 x Kaya Toast, 2 x Teh Tarik (Iced)",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:59 PM,5-3759,Sale,34.00,0.00,34.00,0.00,34.00,0.00,34.00,Cash,"1 x Salted Egg Chicken, 1 x Honey Chilli Chicken, 1 x Tea (Iced), 1 x Coca-Cola",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:50 PM,5-3758,Sale,47.00,0.00,47.00,0.00,47.00,0.00,47.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Masak Lemak Cili Api (Beef), 1 x Lemon Tea (Iced), 1 x Mint & Lime",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:39 PM,5-3757,Sale,90.00,0.00,90.00,0.00,90.00,0.00,90.00,Card,"2 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Mint & Lime, 1 x Mint & Lime, 1 x Masak Lemak Cili Api (Beef), 1 x Masak Lemak Cili Api (Seafood), 1 x Teh Tarik (Hot), 1 x Mineral Water (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:33 PM,5-3756,Sale,16.50,0.00,16.50,0.00,16.50,0.00,16.50,Cash,1 x Aglio Olio (Seafood),Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:26 PM,5-3755,Sale,21.00,0.00,21.00,0.00,21.00,0.00,21.00,Card,"1 x Crusted Chicken Chop Chop (Fries), 1 x Lemon Tea (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:25 PM,5-3754,Sale,29.50,0.00,29.50,0.00,29.50,0.00,29.50,Cash,"1 x Masak Lemak Cili Api (Chicken), 1 x Aglio Olio (Chicken), 1 x Mineral Water (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:23 PM,5-3753,Sale,52.00,0.00,52.00,0.00,52.00,0.00,52.00,Card,"1 x Butter Chicken, 1 x Crusted Chicken Chop Chop (Fries), 1 x Kinder Bueno Affle, 2 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:19 PM,5-3752,Sale,1.50,0.00,1.50,0.00,1.50,0.00,1.50,Cash,1 x Extras,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:16 PM,5-3751,Sale,54.00,0.00,54.00,0.00,54.00,0.00,54.00,Card,"1 x Butter Chicken, 1 x Mac & Cheese (Beef), 1 x Latte (Iced), 1 x Creme Brulee Latte (Iced)",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:12 PM,5-3750,Sale,46.00,0.00,46.00,0.00,46.00,0.00,46.00,Card,"1 x Party Sandwich, 1 x Salted Egg Chicken, 1 x Latte (Iced), 1 x Teh Tarik (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:10 PM,5-3749,Sale,37.00,0.00,37.00,0.00,37.00,0.00,37.00,Cash,"1 x Tom Yam Fried Rice (Seafood), 1 x Carbonara (Seafood), 1 x Lemon Tea (Iced), 1 x Tea (Iced)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:02 PM,5-3748,Sale,51.00,0.00,51.00,0.00,51.00,0.00,51.00,Cash,"1 x Butter Chicken, 1 x Salted Egg Chicken, 1 x Kaya Toast, 1 x Butterscotch Latte (Iced), 1 x Lemon Tea (Iced), 1 x Extras",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 2:00 PM,5-3747,Sale,17.00,0.00,17.00,0.00,17.00,0.00,17.00,Card,"1 x Aglio Olio (Beef), 1 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:59 PM,5-3746,Sale,38.00,0.00,38.00,0.00,38.00,0.00,38.00,TnGo e-Wallet,"2 x Tom Yam Fried Rice (Beef), 1 x Mocha (Iced), 1 x Tea (Iced)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:56 PM,5-3745,Sale,40.00,0.00,40.00,0.00,40.00,0.00,40.00,Card,"4 x Weekly Promo Food, 4 x Tea WP (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:53 PM,5-3744,Sale,36.00,0.00,36.00,0.00,36.00,0.00,36.00,Card,"2 x Marinated Pan Seared Grilled Chicken (Fries), 2 x Mineral Water (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:52 PM,5-3743,Sale,53.00,0.00,53.00,0.00,53.00,0.00,53.00,Card,"1 x Carbonara (Seafood), 1 x Butter Chicken, 1 x Chocolate (Iced), 1 x Latte (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:44 PM,5-3742,Sale,75.00,0.00,75.00,0.00,75.00,0.00,75.00,Maybank QRPay,"2 x Weekly Promo Food, 2 x Tea WP (Iced), 1 x Creamy Curry (Beef), 1 x Marinated Pan Seared Grilled Chicken (White Rice), 1 x Salted Caramel Latte Frappe, 1 x Leapin' Lychee",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:34 PM,5-3741,Sale,72.00,0.00,72.00,0.00,72.00,0.00,72.00,Card,"1 x Crusted Chicken Chop Chop (Fries), 1 x Salted Egg Chicken, 1 x Masak Lemak Cili Api (Chicken), 1 x Vanilla Latte (Iced), 1 x Coca-Cola, 1 x Butterscotch Latte (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:32 PM,5-3740,Sale,19.00,0.00,19.00,0.00,19.00,0.00,19.00,Card,"1 x Butter Chicken, 1 x Peach Tea (Iced)",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:31 PM,5-3739,Sale,14.50,0.00,14.50,0.00,14.50,0.00,14.50,Cash,1 x Salted Egg Chicken,Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:24 PM,5-3738,Sale,31.00,0.00,31.00,0.00,31.00,0.00,31.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Aglio Olio (Chicken), 1 x Mineral Water (Iced)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:22 PM,5-3737,Sale,55.00,0.00,55.00,0.00,55.00,0.00,55.00,Card,"1 x Soy Glazed Chicken, 1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Salted Caramel Latte (Iced), 1 x Latte (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:21 PM,5-3736,Sale,68.00,0.00,68.00,0.00,68.00,0.00,68.00,Cash,"1 x Butter Chicken, 1 x Aglio Olio (Chicken), 1 x Kinder Bueno Affle, 1 x Latte (Hot), 1 x Salted Caramel Latte (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:16 PM,5-3735,Sale,37.00,0.00,37.00,0.00,37.00,0.00,37.00,TnGo e-Wallet,"1 x Vanilla Latte (Iced), 1 x Chocolate (Iced), 1 x Solo Salted Caramel",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:14 PM,5-3734,Sale,37.00,0.00,37.00,0.00,37.00,0.00,37.00,Card,"1 x Mac & Cheese (Chicken), 1 x Salted Egg Chicken, 1 x Peach Tea (Iced), 1 x Tea (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:09 PM,5-3733,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,Cash,"1 x Carbonara (Seafood), 1 x Teh Tarik (Iced)",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:08 PM,5-3732,Sale,32.00,0.00,32.00,0.00,32.00,0.00,32.00,Maybank QRPay,"1 x Country Style Omelette, 1 x Salted Egg Chicken, 2 x Mineral Water (Iced)",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:06 PM,5-3731,Sale,32.00,10.00,22.00,0.00,22.00,0.00,22.00,TnGo e-Wallet,"1 x Masak Lemak Cili Api (Chicken), 1 x Butter Chicken, 1 x Lemon Tea (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:05 PM,5-3730,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Masak Lemak Cili Api (Chicken),Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 1:02 PM,5-3729,Sale,9.00,0.00,9.00,0.00,9.00,0.00,9.00,Cash,1 x Fried Kuay Teow (Chicken),Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:59 PM,5-3728,Sale,77.00,0.00,77.00,0.00,77.00,0.00,77.00,Card,"1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Soy Glazed Chicken, 1 x Latte (Hot), 1 x Crusted Chicken Chop Chop (Fries), 1 x Crusted Chicken Chop Chop (Fried Rice Upgrade), 1 x Teh Tarik (Iced), 1 x Peach Tea (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:58 PM,5-3727,Sale,23.00,0.00,23.00,0.00,23.00,0.00,23.00,TnGo e-Wallet,"1 x Yeung Chow Fried Rice (Chicken), 1 x Butter Chicken",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:56 PM,5-3726,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Card,1 x Aglio Olio (Beef),Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:56 PM,5-3725,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Card,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:55 PM,5-3724,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Card,1 x Mac & Cheese (Chicken),Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:54 PM,5-3723,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Masak Lemak Cili Api (Chicken),Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:54 PM,5-3722,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Maybank QRPay,1 x Creamy Curry (Chicken),Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:52 PM,5-3721,Sale,46.00,0.00,46.00,0.00,46.00,0.00,46.00,Cash,"1 x Butter Chicken, 1 x Tea (Iced), 1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Swedish Blueberry",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:51 PM,5-3720,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,TnGo e-Wallet,"2 x Weekly Promo Food, 2 x Tea WP (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:50 PM,5-3719,Sale,33.00,0.00,33.00,0.00,33.00,0.00,33.00,Card,"1 x Salted Egg Chicken, 1 x Creamy Curry (Chicken), 2 x Tea (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:43 PM,5-3718,Sale,55.00,0.00,55.00,0.00,55.00,0.00,55.00,Cash,"1 x Salted Egg Chicken, 1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Stoner Fries, 1 x Teh Tarik (Iced), 1 x Salted Caramel Latte (Hot)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:42 PM,5-3717,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Card,"1 x Carbonara (Beef), 1 x Peach Tea (Iced), 1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:39 PM,5-3716,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Cash,1 x Bulgogi Beef Fries,Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:37 PM,5-3715,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Thai Basil Chicken,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:36 PM,5-3714,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,TnGo e-Wallet,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:35 PM,5-3713,Sale,21.00,0.00,21.00,0.00,21.00,0.00,21.00,Cash,"2 x Weekly Promo Food, 2 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:34 PM,5-3712,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Card,"1 x Crusted Chicken Chop Chop (White Rice), 1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Mineral Water (Iced)",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:28 PM,5-3711,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,TnGo e-Wallet,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:27 PM,5-3710,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Cash,"1 x Fried Kuay Teow (Chicken), 1 x Thai Basil Chicken, 1 x Mineral Water (Iced), 1 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:26 PM,5-3709,Sale,62.00,0.00,62.00,0.00,62.00,0.00,62.00,Card,"1 x Nasi Goreng Kampung (Beef), 1 x Tom Yam Fried Rice (Seafood), 1 x Stoner Fries, 1 x Kinder Bueno Affle, 1 x Tea (Iced), 1 x Mineral Water (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:14 PM,5-3708,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,Cash,"1 x Salted Egg Chicken, 1 x Peach Tea (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:12 PM,5-3707,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:12 PM,5-3706,Sale,23.00,0.00,23.00,0.00,23.00,0.00,23.00,Cash,"1 x Thai Basil Chicken, 1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:11 PM,5-3705,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Butter Chicken,Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:09 PM,5-3704,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Aglio Olio (Chicken),Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 12:08 PM,5-3703,Sale,35.00,0.00,35.00,0.00,35.00,0.00,35.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (White Rice), 1 x Salted Egg Chicken, 2 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:54 AM,5-3702,Sale,44.00,0.00,44.00,0.00,44.00,0.00,44.00,Card,"1 x Salted Egg Chicken, 1 x Mocha (Hot), 1 x Kinder Bueno Affle",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:51 AM,5-3701,Sale,11.00,10.00,1.00,0.00,1.00,0.00,1.00,Cash,1 x Tom Yam Fried Rice (Beef),Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:50 AM,5-3700,Sale,33.00,0.00,33.00,0.00,33.00,0.00,33.00,Card,"1 x Lemon Tea (Iced), 1 x Mac & Cheese (Chicken), 1 x Butter Chicken",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:48 AM,5-3699,Sale,32.00,0.00,32.00,0.00,32.00,0.00,32.00,Card,"1 x Country Style Omelette, 1 x Belgian Waffle, 1 x Long Black (Hot), 1 x Tea (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:36 AM,5-3698,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Cash,"1 x Creme Brulee Latte (Hot), 1 x Solo Salted Caramel",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:34 AM,5-3697,Sale,52.00,0.00,52.00,0.00,52.00,0.00,52.00,Card,"1 x Mineral Water (Iced), 1 x Big Breakfast (Scrambled), 1 x Aglio Olio (Seafood), 1 x Cappuccino (Hot), 1 x Mineral Water (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:14 AM,5-3696,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Card,"1 x Mushroom on Toast, 1 x Mocha (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:10 AM,5-3695,Sale,27.00,0.00,27.00,0.00,27.00,0.00,27.00,Cash,"1 x Masak Lemak Cili Api (Chicken), 1 x Masak Lemak Cili Api (Beef)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 11:01 AM,5-3694,Sale,16.00,3.20,12.80,0.00,12.80,0.00,12.80,Cash,"1 x Chocolate (Iced), 1 x Nutella Toast",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 10:23 AM,5-3693,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Card,"1 x Solo Salted Caramel, 1 x Chocolate Nutella, 2 x Mineral Water (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 10:22 AM,5-3692,Sale,31.00,0.00,31.00,0.00,31.00,0.00,31.00,Cash,"1 x Classic Grilled Cheese, 1 x Party Sandwich",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 9:58 AM,5-3691,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Salted Caramel Latte (Hot),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 9:48 AM,5-3690,Sale,58.00,0.00,58.00,0.00,58.00,0.00,58.00,Card,"1 x Big Breakfast (Scrambled), 1 x Party Sandwich, 1 x Chocolate (Hot), 1 x Salted Caramel Latte (Hot)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 9:14 AM,5-3689,Sale,29.00,0.00,29.00,0.00,29.00,0.00,29.00,Card,"1 x Party Sandwich, 1 x Mocha (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 9:04 AM,5-3688,Sale,11.00,0.00,11.00,0.00,11.00,0.00,11.00,Cash,1 x Latte (Hot),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/2/20 9:03 AM,5-3687,Sale,19.50,0.00,19.50,0.00,19.50,0.00,19.50,Cash,1 x Big Breakfast (Sunny Side Up),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:29 PM,5-3686,Sale,58.00,10.00,48.00,0.00,48.00,0.00,48.00,Cash,"1 x Carbonara (Beef), 1 x Chocolate (Hot), 1 x Butter Chicken, 1 x Creamy Curry (Chicken), 1 x Coca-Cola, 1 x Mineral Water (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:23 PM,5-3685,Sale,59.00,0.00,59.00,0.00,59.00,0.00,59.00,Card,"1 x Mac & Cheese (Beef), 1 x Butter Chicken, 1 x Tea (Iced), 1 x Salted Caramel Milk (Iced), 1 x Creme Brulee Milk (Iced), 1 x Mocha (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:12 PM,5-3684,Sale,39.00,7.80,31.20,0.00,31.20,0.00,31.20,Card,"1 x Mee Goreng (Chicken), 1 x Carbonara (Beef), 1 x Mineral Water (Iced), 1 x Cookies & Cream Frappe",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:11 PM,5-3683,Sale,7.00,0.00,7.00,0.00,7.00,0.00,7.00,Cash,1 x Spring Rolls,Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:07 PM,5-3682,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Cash,1 x Masak Lemak Cili Api (Beef),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:04 PM,5-3681,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Salted Caramel Latte (Iced),Table 17,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 10:01 PM,5-3680,Sale,59.50,0.00,59.50,0.00,59.50,0.00,59.50,Card,"1 x Mocha (Hot), 3 x Long Black (Iced), 1 x Cappuccino (Hot), 1 x Solo Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:59 PM,5-3679,Sale,4.00,0.00,4.00,0.00,4.00,0.00,4.00,Cash,1 x Teh Tarik (Iced),Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:58 PM,5-3678,Sale,58.00,0.00,58.00,0.00,58.00,0.00,58.00,Card,"1 x Arabiatta (Chicken), 1 x Aglio Olio (Seafood), 1 x Salted Egg Chicken, 1 x Midnight Currant, 1 x Mineral Water (Iced)",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:56 PM,5-3677,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Card,"1 x Lemon Tea (Iced), 1 x Fries",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:55 PM,5-3676,Sale,106.00,0.00,106.00,0.00,106.00,0.00,106.00,Card,"2 x Mineral Water (Iced), 1 x Peach Tea (Iced), 1 x A&W Root Beer, 1 x Crusted Chicken Chop Chop (Fries), 1 x Salted Egg Chicken, 1 x Creamy Curry (Beef), 1 x Aglio Olio (Seafood), 1 x Smores Toast, 1 x Kinder Bueno Affle",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:53 PM,5-3675,Sale,50.00,0.00,50.00,0.00,50.00,0.00,50.00,Cash,"2 x Marinated Pan Seared Grilled Chicken (White Rice), 1 x Masak Lemak Cili Api (Chicken), 1 x Mineral Water (Iced), 1 x Coca-Cola",Table 16,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:49 PM,5-3674,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Card,"1 x Big Breakfast (Scrambled), 1 x Mineral Water (Iced), 1 x Milk (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:48 PM,5-3673,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Card,1 x Solo Salted Caramel,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:47 PM,5-3672,Sale,17.00,0.00,17.00,0.00,17.00,0.00,17.00,Card,"1 x Carbonara (Beef), 1 x Mineral Water (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:47 PM,5-3671,Sale,36.00,0.00,36.00,0.00,36.00,0.00,36.00,Card,"1 x Mac & Cheese (Beef), 1 x Crusted Chicken Chop Chop (White Rice), 1 x A&W Root Beer",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
9/1/20 9:45 PM,5-3670,Sale,11.00,0.00,11.00,0.00,11.00,0.00,11.00,Cash,1 x Chocolate (Hot),Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
