Date,Receipt number,Receipt type,Gross sales,Discounts,Net sales,Taxes,Total collected,Cost of goods,Gross profit,Payment type,Description,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Status
8/31/20 9:13 PM,5-3456,Sale,22.00,0.00,22.00,0.00,22.00,0.00,22.00,Cash,"1 x Tom Yam Fried Rice (Chicken), 1 x Mocha (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 9:12 PM,5-3455,Sale,33.00,0.00,33.00,0.00,33.00,0.00,33.00,Cash,"1 x Mac & Cheese (Chicken), 1 x Smores Toast, 1 x Peach Tea (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 9:11 PM,5-3454,Sale,29.00,0.00,29.00,0.00,29.00,0.00,29.00,Cash,"1 x Fried Kuay Teow (Chicken), 1 x Bulgogi Beef Fries, 1 x Peach Tea (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 9:10 PM,5-3453,Sale,58.00,0.00,58.00,0.00,58.00,0.00,58.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Masak Lemak Cili Api (Beef), 1 x Birthday Cake, 1 x Mineral Water (Iced), 1 x Married Salted Caramel",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 9:09 PM,5-3452,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Card,1 x Married Salted Caramel,Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 9:08 PM,5-3451,Sale,65.00,0.00,65.00,0.00,65.00,0.00,65.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Smores Toast, 1 x Masak Lemak Cili Api (Chicken), 1 x Butterscotch Latte (Iced), 1 x Cappuccino (Hot)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:58 PM,5-3450,Sale,37.00,0.00,37.00,0.00,37.00,0.00,37.00,Cash,"1 x Thai Basil Chicken, 1 x Salted Egg Chicken, 1 x A&W Root Beer, 1 x Lemon Tea (Iced)",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:54 PM,5-3449,Sale,39.00,0.00,39.00,0.00,39.00,0.00,39.00,Card,"1 x Aglio Olio (Chicken), 1 x Aglio Olio (Beef), 1 x Fries, 1 x Mineral Water (Iced), 1 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:47 PM,5-3448,Sale,46.00,0.00,46.00,0.00,46.00,0.00,46.00,Cash,"1 x Butter Chicken, 1 x Creamy Curry (Beef), 1 x Cookies & Cream Frappe, 1 x Lemon Tea (Iced)",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:43 PM,5-3447,Sale,31.00,0.00,31.00,0.00,31.00,0.00,31.00,Card,"1 x Crusted Chicken Chop Chop (Fried Rice Upgrade), 1 x Butterscotch Latte (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:42 PM,5-3446,Sale,38.00,0.00,38.00,0.00,38.00,0.00,38.00,Card,"1 x Butter Chicken, 1 x Creamy Curry (Chicken), 2 x Lemon Tea (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:41 PM,5-3445,Sale,18.00,0.00,18.00,0.00,18.00,0.00,18.00,Cash,"1 x Crusted Chicken Chop Chop (Fries), 1 x Tea (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:40 PM,5-3444,Sale,46.00,0.00,46.00,0.00,46.00,0.00,46.00,Card,"1 x Big Breakfast (Scrambled), 1 x Butterscotch Latte (Iced), 1 x Creme Brulee Latte (Iced)",Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:39 PM,5-3443,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:38 PM,5-3442,Sale,88.00,0.00,88.00,0.00,88.00,0.00,88.00,Cash,"2 x Butter Chicken, 1 x Carbonara (Chicken), 1 x Carbonara (Seafood), 1 x Tea (Iced), 1 x Lemon Tea (Iced), 1 x Latte (Hot), 1 x Salted Caramel Latte (Iced)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:37 PM,5-3441,Sale,22.00,0.00,22.00,0.00,22.00,0.00,22.00,Card,"1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Married Salted Caramel",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:36 PM,5-3440,Sale,16.50,0.00,16.50,0.00,16.50,0.00,16.50,Cash,"1 x Nasi Goreng Kampung (Beef), 1 x Teh Tarik (Iced)",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:31 PM,5-3439,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Card,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:25 PM,5-3438,Sale,12.50,0.00,12.50,0.00,12.50,0.00,12.50,Cash,1 x Married Salted Caramel,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:24 PM,5-3437,Sale,51.00,0.00,51.00,0.00,51.00,0.00,51.00,Cash,"1 x Crusted Chicken Chop Chop (Fried Rice Upgrade), 1 x Aglio Olio (Seafood), 1 x Salted Caramel Latte Frappe, 1 x Teh Tarik (Hot)",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:23 PM,5-3436,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,TnGo e-Wallet,"1 x Spring Rolls, 1 x Mineral Water (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:21 PM,5-3435,Sale,92.00,0.00,92.00,0.00,92.00,0.00,92.00,Card,"1 x Yeung Chow Fried Rice (Chicken), 1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Country Style Omelette, 1 x Mushroom on Toast, 1 x Peanut Butter Jelly, 1 x Teh Tarik (Iced), 2 x Leapin' Lychee",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:17 PM,5-3434,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Maybank QRPay,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:16 PM,5-3433,Sale,35.00,10.00,25.00,0.00,25.00,0.00,25.00,TnGo e-Wallet,"1 x Butter Chicken, 1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Leapin' Lychee",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:14 PM,5-3432,Sale,45.00,0.00,45.00,0.00,45.00,0.00,45.00,Card,"1 x Butterscotch Latte (Iced), 1 x Creme Brulee Latte (Iced), 1 x Horlicks Malt, 1 x Kaya Toast",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:12 PM,5-3431,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Mineral Water (Iced),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 8:12 PM,5-3430,Sale,39.00,0.00,39.00,0.00,39.00,0.00,39.00,Card,"1 x Creamy Curry (Chicken), 1 x Mac & Cheese (Chicken), 1 x Leapin' Lychee",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:59 PM,5-3429,Sale,35.00,0.00,35.00,0.00,35.00,0.00,35.00,Card,"1 x Cappuccino (Hot), 1 x Salted Caramel Latte (Hot), 1 x Solo Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:56 PM,5-3428,Sale,26.00,10.00,16.00,0.00,16.00,0.00,16.00,Card,"1 x Chocolate Salted Caramel, 1 x English Breakfast, 1 x Fries",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:47 PM,5-3427,Sale,47.00,0.00,47.00,0.00,47.00,0.00,47.00,Card,"1 x Butter Chicken, 1 x Nasi Goreng Kampung (Chicken), 1 x Vanilla Latte (Iced), 1 x Chocolate (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:46 PM,5-3426,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Cash,1 x Mac & Cheese (Chicken),Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:45 PM,5-3425,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Cash,"1 x Carbonara (Seafood), 1 x Mac & Cheese (Chicken)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:41 PM,5-3424,Sale,98.00,0.00,98.00,0.00,98.00,0.00,98.00,TnGo e-Wallet,"2 x Creamy Curry (Chicken), 1 x Marinated Pan Seared Grilled Chicken (Fries), 2 x Carbonara (Chicken), 1 x Tea (Iced), 2 x Teh Tarik (Iced), 1 x Earl Grey, 1 x Latte (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:36 PM,5-3423,Sale,52.00,0.00,52.00,0.00,52.00,0.00,52.00,Card,"1 x Chocolate Nutella, 1 x Mocha (Iced), 1 x Vanilla Latte (Iced), 1 x Creme Brulee Latte (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:34 PM,5-3422,Sale,39.00,0.00,39.00,0.00,39.00,0.00,39.00,Cash,"1 x Yeung Chow Fried Rice (Beef), 1 x Carbonara (Seafood), 2 x Peach Tea (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:27 PM,5-3421,Sale,34.00,0.00,34.00,0.00,34.00,0.00,34.00,Card,"1 x Masak Lemak Cili Api (Beef), 1 x Married Salted Caramel, 1 x Coca-Cola, 1 x A&W Root Beer",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:25 PM,5-3420,Sale,48.00,0.00,48.00,0.00,48.00,0.00,48.00,Cash,"1 x Crusted Chicken Chop Chop (Fries), 1 x Carbonara (Beef), 1 x Vanilla Latte (Iced), 1 x Peach Tea (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:24 PM,5-3419,Sale,49.00,0.00,49.00,0.00,49.00,0.00,49.00,Card,"1 x Mac & Cheese (Seafood), 1 x Carbonara (Seafood), 1 x Mint & Lime, 1 x Coca-Cola",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:23 PM,5-3418,Sale,57.00,0.00,57.00,0.00,57.00,0.00,57.00,Card,"1 x Butter Chicken, 1 x Masak Lemak Cili Api (Chicken), 1 x Teh Tarik (Iced), 1 x Swedish Blueberry, 1 x Married Salted Caramel",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:10 PM,5-3417,Sale,73.00,0.00,73.00,0.00,73.00,0.00,73.00,Cash,"1 x Carbonara (Vegetarian), 1 x Mac & Cheese (Chicken), 1 x Big Breakfast (Scrambled), 1 x Chocolate Fudgy Brownies, 1 x Lemon Tea (Iced), 1 x Mineral Water (Iced)",Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:06 PM,5-3416,Sale,29.00,0.00,29.00,0.00,29.00,0.00,29.00,Card,"1 x Masak Lemak Cili Api (Beef), 1 x Fried Kuay Teow (Chicken), 2 x Tea (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:05 PM,5-3415,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Married Salted Caramel,Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:04 PM,5-3414,Sale,48.00,0.00,48.00,0.00,48.00,0.00,48.00,Cash,"1 x Mac & Cheese (Beef), 1 x Aglio Olio (Beef), 1 x Creamy Curry (Chicken), 1 x Mineral Water (Iced), 1 x Tea (Iced)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 7:03 PM,5-3413,Sale,80.50,0.00,80.50,0.00,80.50,0.00,80.50,Cash,"1 x Country Style Omelette, 1 x Carbonara (Chicken), 1 x Aglio Olio (Chicken), 1 x Butter Chicken, 1 x Chocolate (Hot), 1 x Swedish Blueberry, 1 x Mineral Water (No Ice), 1 x Plain water (Hot)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:55 PM,5-3412,Sale,36.00,0.00,36.00,0.00,36.00,0.00,36.00,Cash,"1 x Mac & Cheese (Chicken), 1 x Arabiatta (Chicken), 1 x Paris",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:51 PM,5-3411,Sale,16.00,0.00,16.00,0.00,16.00,0.00,16.00,Card,"1 x Carbonara (Chicken), 1 x Teh Tarik (Hot)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:50 PM,5-3410,Sale,39.00,0.00,39.00,0.00,39.00,0.00,39.00,Cash,"1 x Butter Chicken, 1 x Mac & Cheese (Chicken), 1 x Kaya Toast, 1 x Coca-Cola, 1 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:49 PM,5-3409,Sale,47.00,0.00,47.00,0.00,47.00,0.00,47.00,Card,"1 x Party Sandwich, 1 x Long Black (Iced), 1 x Latte (Hot), 1 x Married Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:48 PM,5-3408,Sale,56.00,0.00,56.00,0.00,56.00,0.00,56.00,Card,"1 x Married Salted Caramel, 1 x Latte (Iced), 1 x Tea (Iced), 1 x Mac & Cheese (Chicken), 1 x Marinated Pan Seared Grilled Chicken (White Rice)",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:41 PM,5-3407,Sale,2.00,0.00,2.00,0.00,2.00,0.00,2.00,Cash,1 x Extras,Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:40 PM,5-3406,Sale,12.50,0.00,12.50,0.00,12.50,0.00,12.50,Cash,1 x Yeung Chow Fried Rice (Seafood),Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:38 PM,5-3405,Sale,46.00,0.00,46.00,0.00,46.00,0.00,46.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Butter Chicken, 1 x Lemon Tea (Iced), 1 x Chocolate (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:29 PM,5-3404,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Married Salted Caramel,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:27 PM,5-3403,Sale,92.00,0.00,92.00,0.00,92.00,0.00,92.00,Card,"1 x Cookies & Cream Frappe, 1 x Salted Caramel Latte Frappe, 3 x Mineral Water (Iced), 1 x Mac & Cheese (Beef), 1 x Bulgogi Beef Fries, 1 x Crusted Chicken Chop Chop (White Rice), 1 x Married Salted Caramel",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:24 PM,5-3402,Sale,26.00,5.20,20.80,0.00,20.80,0.00,20.80,Cash,"1 x Salted Egg Chicken, 1 x Mint & Lime",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:23 PM,5-3401,Sale,67.00,0.00,67.00,0.00,67.00,0.00,67.00,Card,"1 x Carbonara (Seafood), 1 x Big Breakfast (Scrambled), 1 x Chocolate (Hot), 1 x Swedish Blueberry, 1 x Mineral Water (Iced)",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:21 PM,5-3400,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Cash,"1 x Tom Yam Fried Rice (Chicken), 1 x Butter Chicken, 1 x Mineral Water (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:20 PM,5-3399,Sale,52.00,0.00,52.00,0.00,52.00,0.00,52.00,Cash,"1 x Big Breakfast (Scrambled), 1 x Fries, 2 x Latte (Iced), 1 x Mineral Water (Iced)",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:18 PM,5-3398,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Mineral Water (Iced),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:17 PM,5-3397,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Cash,"1 x Latte (Iced), 1 x Creme Brulee Latte (Hot), 1 x Strawberry Jam Toast",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:15 PM,5-3396,Sale,11.00,0.00,11.00,0.00,11.00,0.00,11.00,Cash,1 x Cappuccino (Hot),Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:15 PM,5-3395,Sale,53.00,0.00,53.00,0.00,53.00,0.00,53.00,Card,"1 x Long Black (Iced), 1 x Cappuccino (Hot), 1 x Latte (Hot), 1 x Solo Salted Caramel, 1 x Spring Rolls, 2 x Kaya Toast",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:12 PM,5-3394,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Cash,"1 x Peanut Butter Toast, 1 x Blueberry Jam Toast, 1 x Coca-Cola",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:11 PM,5-3393,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Solo Salted Caramel,Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:10 PM,5-3392,Sale,16.00,0.00,16.00,0.00,16.00,0.00,16.00,Cash,"1 x Carbonara (Chicken), 1 x Mineral Water (Iced)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:10 PM,5-3391,Sale,23.00,0.00,23.00,0.00,23.00,0.00,23.00,Cash,"1 x Butter Chicken, 1 x Mineral Water (Iced), 1 x Long Black (Hot)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:09 PM,5-3390,Sale,35.00,0.00,35.00,0.00,35.00,0.00,35.00,Cash,"1 x Long Black (Hot), 1 x Mocha (Iced), 1 x Chocolate Nutella, 1 x Mineral Water (Iced)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:07 PM,5-3389,Sale,13.50,0.00,13.50,0.00,13.50,0.00,13.50,Cash,1 x Carbonara (Chicken),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:06 PM,5-3388,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Crusted Chicken Chop Chop (White Rice)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:01 PM,5-3387,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (White Rice), 1 x Fries, 1 x Coca-Cola",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 6:00 PM,5-3386,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,Cash,"1 x Spring Rolls, 1 x Tom Yam Fried Rice (Chicken), 1 x Coca-Cola",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:59 PM,5-3385,Sale,92.00,0.00,92.00,0.00,92.00,0.00,92.00,Cash,"1 x Tomyam Bihun (Chicken), 1 x Fried Kuay Teow (Chicken), 1 x Butter Chicken, 1 x Mac & Cheese (Beef), 1 x Long Black (Iced), 1 x Vanilla Latte (Iced), 1 x Cookies & Cream Frappe, 1 x Midnight Currant",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:58 PM,5-3384,Sale,4.00,0.00,4.00,0.00,4.00,0.00,4.00,Cash,1 x A&W Root Beer,Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:53 PM,5-3383,Sale,1.50,0.00,1.50,0.00,1.50,0.00,1.50,Cash,1 x Extra Charge Kitchen,Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:50 PM,5-3382,Sale,14.50,0.00,14.50,0.00,14.50,0.00,14.50,Cash,1 x Mac & Cheese (Chicken),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:49 PM,5-3381,Sale,27.00,0.00,27.00,0.00,27.00,0.00,27.00,Boost,"1 x Latte (Hot), 1 x Long Black (Hot), 2 x Peanut Butter Nutella Toast",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:46 PM,5-3380,Sale,24.00,0.00,24.00,0.00,24.00,0.00,24.00,Card,"1 x Solo Salted Caramel, 1 x Married Salted Caramel",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:44 PM,5-3379,Sale,37.00,0.00,37.00,0.00,37.00,0.00,37.00,Card,"1 x Butter Chicken, 1 x Latte (Iced), 1 x Married Salted Caramel",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:42 PM,5-3378,Sale,71.00,0.00,71.00,0.00,71.00,0.00,71.00,Card,"1 x Mocha (Iced), 1 x Salted Caramel Latte (Iced), 1 x Long Black (Hot), 1 x Chocolate (Hot), 1 x Earl Grey, 1 x Spring Rolls, 1 x Married Salted Caramel",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:41 PM,5-3377,Sale,42.00,0.00,42.00,0.00,42.00,0.00,42.00,Cash,"1 x Peach Tea (Iced), 1 x Lemon Tea (Iced), 1 x Mineral Water (Iced), 1 x Salted Egg Chicken, 1 x Butter Chicken",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:35 PM,5-3376,Sale,53.00,0.00,53.00,0.00,53.00,0.00,53.00,Cash,"1 x Bulgogi Beef Fries, 1 x Cookies & Cream Frappe, 1 x Salted Caramel Latte Frappe, 1 x Solo Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:34 PM,5-3375,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,2 x Fries,Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:33 PM,5-3374,Sale,2.50,0.00,2.50,0.00,2.50,0.00,2.50,Cash,1 x Extra Charge Bar,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:30 PM,5-3373,Sale,38.00,0.00,38.00,0.00,38.00,0.00,38.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Mac & Cheese (Seafood), 1 x A&W Root Beer",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:27 PM,5-3372,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Cash,"1 x Creme Brulee Latte (Iced), 1 x Married Salted Caramel, 1 x Teh Tarik (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:26 PM,5-3371,Sale,44.00,0.00,44.00,0.00,44.00,0.00,44.00,Card,"1 x Carbonara (Chicken), 1 x Bulgogi Beef Fries, 1 x Very Strawberry, 1 x Mineral Water (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:19 PM,5-3370,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Tea (Iced),Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:14 PM,5-3369,Refund,-15.00,0.00,-15.00,0.00,-15.00,0.00,-15.00,Cash,1 x Marinated Pan Seared Grilled Chicken (Fries),Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:13 PM,5-3368,Sale,75.00,0.00,75.00,0.00,75.00,0.00,75.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Mac & Cheese (Beef), 1 x Very Strawberry, 1 x A&W Root Beer, 1 x Flat White, 1 x Tea (Hot), 1 x Solo Salted Caramel",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:08 PM,5-3367,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Card,"1 x Solo Salted Caramel, 1 x Chocolate Nutella",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:07 PM,5-3366,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Chocolate Nutella,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:06 PM,5-3365,Sale,32.50,0.00,32.50,0.00,32.50,0.00,32.50,Cash,"1 x Crusted Chicken Chop Chop (White Rice), 1 x Mac & Cheese (Chicken), 1 x Tea (Hot)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:04 PM,5-3364,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Country Style Omelette,Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 5:01 PM,5-3363,Sale,27.00,0.00,27.00,0.00,27.00,0.00,27.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Mint & Lime",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:58 PM,5-3362,Sale,7.00,0.00,7.00,0.00,7.00,0.00,7.00,Cash,"1 x Peach Tea (Iced), 1 x Extra Charge Bar",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:57 PM,5-3361,Sale,47.00,0.00,47.00,0.00,47.00,0.00,47.00,Cash,"1 x Masak Lemak Cili Api (Chicken), 1 x Masak Lemak Cili Api (Beef), 1 x Teh Tarik (Iced), 1 x A&W Root Beer, 1 x Chocolate Nutella",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:56 PM,5-3360,Sale,35.00,0.00,35.00,0.00,35.00,0.00,35.00,Cash,"1 x Crusted Chicken Chop Chop (Fries), 1 x Mac & Cheese (Chicken), 1 x Peach Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:55 PM,5-3359,Sale,48.00,0.00,48.00,0.00,48.00,0.00,48.00,Cash,"1 x Crusted Chicken Chop Chop (Fries), 1 x Masak Lemak Cili Api (Beef), 1 x Teh Tarik (Iced), 1 x Mineral Water (Iced), 1 x Married Salted Caramel",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:50 PM,5-3358,Sale,18.00,0.00,18.00,0.00,18.00,0.00,18.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Tea (Iced)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:50 PM,5-3357,Sale,55.00,0.00,55.00,0.00,55.00,0.00,55.00,Card,"1 x Big Breakfast (Scrambled), 1 x Creamy Curry (Seafood), 1 x A&W Root Beer, 1 x Salted Caramel Latte Frappe",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:38 PM,5-3356,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,Cash,"1 x Long Black (Iced), 1 x Married Salted Caramel",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:37 PM,5-3355,Sale,84.00,0.00,84.00,0.00,84.00,0.00,84.00,Cash,"1 x Married Salted Caramel, 1 x Solo Salted Caramel, 1 x Chocolate Nutella, 1 x Vanilla Latte (Hot), 1 x Salted Caramel Latte (Hot), 1 x Chocolate (Hot), 1 x Salted Caramel Latte (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/31/20 4:36 PM,5-3354,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Cash,"1 x Mineral Water (Iced), 1 x Creamy Curry (Chicken), 1 x Aglio Olio (Beef)",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
